DW_TEMPO;invoice_date;Ano;Mes;Dia;Trimestre
b200b241147bcb54da6557e68df829eda0a026be30ed28ac7e5700c6ae05ffa8;2018-08-13 00:00:00;2018;8;13;3
9cb800a3ccb58aab3cb1c155193df2444b0992a23d7e949eed3e01ba3d49c3dd;2019-01-29 00:00:00;2019;1;29;1
7d3f0fb7d11289e0bc5423610270955f6923c63c0025d17d8ade0049ce1cadc7;2017-03-01 00:00:00;2017;3;1;1
b08fc09e1a91282f55b03e92ad19cc9ddd14af6911e12af673c177f2ff7e77af;2017-07-12 00:00:00;2017;7;12;3
202911caae614d0411151bb408492d9e7d3f9cc14aef966c39e5b10f22124112;2018-10-07 00:00:00;2018;10;7;4
0af37bcd3f36b797c45d582e7f2946b07b7252addebab7b9253083850e4d314d;2019-01-07 00:00:00;2019;1;7;1
bd1def00a14ce2c89b2df5b6fb9ac58ed46293e30510e38edc163473ad8d53f0;2017-06-25 00:00:00;2017;6;25;2
b6f405a35a911a7175e6403fd724e9e4ffc5c2548da5304742d3520693803ed7;2017-10-14 00:00:00;2017;10;14;4
6f7aa887661537ab79cef84def3b80b1a31a5f9bc75f7f80254d93ed48b7d7f3;2018-06-03 00:00:00;2018;6;3;2
b3f5fd8e978397bf44f1e145526665729b8401c9b4fc6af24b9c6fd9b5aedb1f;2017-08-16 00:00:00;2017;8;16;3
2604815bb56d390725c21c93ed523f212b64cc27eac99502156479ac7442069e;2018-01-24 00:00:00;2018;1;24;1
c7546d158009c64e55395ae1fa3f8c208ab3dd429125ec3c45a98c07fc11419e;2017-03-08 00:00:00;2017;3;8;1
103772d28caace8709691294423270af2f4f98e4a3d2c42ba4c82886935c7f1a;2019-02-25 00:00:00;2019;2;25;1
5831bddb9613f8c17f26b21442139a109b9b16ffddc9e85015ebfd25c764448b;2018-01-17 00:00:00;2018;1;17;1
b3b58da3d637a3e2450d12ec226a7a3d61a57dbae0e589ab8cd1b615f315fdac;2018-06-27 00:00:00;2018;6;27;2
883d625552a5f0e7a46cffa2ff62f954882ee9a8253449cd5ea7f373b98b71e1;2018-01-01 00:00:00;2018;1;1;1
73211300a15c6cebe011d83d9f4f65b0777307caf53a6fa5c433360c564b2722;2019-03-11 00:00:00;2019;3;11;1
648b87a9996bdc7c2c36c52ae946f609fb8b8a6cc3fc15983d28c4f0fcbf3231;2017-08-12 00:00:00;2017;8;12;3
aa9e31c07060eb85bacd7fa95129bb4cb49950d164fb6785390f6522e4893e0d;2017-08-20 00:00:00;2017;8;20;3
f4f8740c78602214d7b4566980230073a54c6fbc5c1c608f6dc30033a3b3b50a;2018-01-28 00:00:00;2018;1;28;1
2fab28d61f1d62c02b4d98b1d887229b2ab3ef31b1a932a6697bd9b6261357d6;2017-01-22 00:00:00;2017;1;22;1
46711ecc55238f33550de0be1caa776f3c216af58a259ad66e6cc936d7330fc5;2019-01-31 00:00:00;2019;1;31;1
804560181c3b4a9edea1b41510d31733daa28784a04e62567c770212c9b19673;2018-03-05 00:00:00;2018;3;5;1
cf4cb29719aa3f3ae33d922d26a0974a1545b5c7470e512c3b588a439877d04a;2017-02-24 00:00:00;2017;2;24;1
2b684640f0c30e4849b7f163a076aeaea75c689b9834a3546e6d20df09f4bdb2;2017-07-13 00:00:00;2017;7;13;3
0a5f830832ea06b523b28952d9623846a91bbc34f563269dfc849cf4e5c6aa72;2018-10-06 00:00:00;2018;10;6;4
0e1855cc3a3e24e30e230e682f76147dc8b2f17ec499f526a27eefa4bd74a672;2017-11-09 00:00:00;2017;11;9;4
26197b237ab16a5a51cdc5bf31c701f9f960202f4cc22a6e4337f2150a03a07e;2017-11-11 00:00:00;2017;11;11;4
4705d7cc212488095b5a9b83bcabc48e485b5745610071d6832da9571560e8c2;2018-06-18 00:00:00;2018;6;18;2
764b20f1d0409dce1a548f456264d4a554a9561cf9d3443086d50d6776c2870a;2018-08-21 00:00:00;2018;8;21;3
155543468f17378eab45390d146024ed690f0ca4a34138950dc0042ba59163ea;2017-09-01 00:00:00;2017;9;1;3
6093eb3b8e0f17b7df1b84d2aff7db5b0a405f5d678e3ed08e9be1c7d7c05ab4;2019-02-06 00:00:00;2019;2;6;1
a9bbddf856d196daf81dcd03857945c582ba1db66b763568f3b69682b882b5c5;2018-08-01 00:00:00;2018;8;1;3
55f920b991a6cb4470aaa2f488047eef6e3548a3fa5a2b387440b1e31960d2a0;2018-03-25 00:00:00;2018;3;25;1
68f9fc2031331ac1b8b2ed074fbfddc88557cad238a6bf54c0da80a9af9832ee;2018-06-11 00:00:00;2018;6;11;2
b9e296cb919719e8bafe49d14ec58ca23a60e1739032b2b67ea69e9f9f89cc4b;2018-11-24 00:00:00;2018;11;24;4
ad7eb51008b13aca8ab0804d05321ecfea132edd69361b6db446015f4ec0a12f;2017-04-01 00:00:00;2017;4;1;2
9b730a95d514ca08aef98c7dea8b6044708f034257989de6794cefbc0a1d740c;2017-11-10 00:00:00;2017;11;10;4
37db7836be32351afaf7bea2436b8edcde10e90a401dc6dea95c61871c9bbdd0;2018-07-29 00:00:00;2018;7;29;3
54054dbdad261d3df6340e49dc804b3366ef7a1921da38b00724263c9d08a8d7;2017-11-30 00:00:00;2017;11;30;4
ff2219969b774a457453d27c4c1a86c6cdd6eabb0dbf9ef1a71bd5d6c4a27154;2018-07-11 00:00:00;2018;7;11;3
f8b41c19f4b6cb6a35d2c1277768d90c065068dbc2bcde9c3dc2cf2824fb3f1f;2018-04-02 00:00:00;2018;4;2;2
28c80994137b1ee8ae8b01dcab4f4ddab0c9095f8bf25b98804dfcfb5d08032c;2017-04-02 00:00:00;2017;4;2;2
45ac1bc0a13ce82515e01a0c0d1e94c7b276e801e4e9ea3e1b485570dff21264;2017-09-24 00:00:00;2017;9;24;3
2344591d9415452232ba5264ef49d51786ee52a3d6661a62e22e3a386242f1e8;2017-10-04 00:00:00;2017;10;4;4
d3eaa17cd6defaa66a758ea5b0eb50b9ff66628cb0cb8ba18be694b550f6e752;2017-12-08 00:00:00;2017;12;8;4
cc985f93efaf54c508c42caef80632d28daab42865cd3ba28a4603914ec32e78;2017-12-14 00:00:00;2017;12;14;4
afbd6fdf8637d466bc782ffceec075b45b3797c0262f9387a9e5f1312373cf7a;2018-08-08 00:00:00;2018;8;8;3
60a637ca7b99f1bbc8cb7de6cea3bb1335f87c38109242468252eac45df66f0d;2018-08-12 00:00:00;2018;8;12;3
9b766f9b24603e63964d1eb9ead5e5fb2f93c719ecc2687e49a062221f71db54;2018-03-14 00:00:00;2018;3;14;1
fd02c326791140f0cebd9c753c3bb859e94342c7993c122668da4c88253c909d;2017-02-26 00:00:00;2017;2;26;1
99b1ee5eaf6c26d79f7d56927cf9f431213c10a1e030ae22c116fb1e3a3c7f45;2018-02-28 00:00:00;2018;2;28;1
9b23b160f379dfde064d0217dc02a42d86dc8e95fcf42b4f27fb12ca0ea48217;2017-06-19 00:00:00;2017;6;19;2
c004fb0ae30bb3ad1a4e8c86491fea94e4f273968f4a82a9a9ef048a2e1ddb70;2019-02-19 00:00:00;2019;2;19;1
62cf89a05bfd0eaf570af10cd964bfe4b9444614baa2f678e3344890d6ea62c9;2018-05-09 00:00:00;2018;5;9;2
2747f077f0227d6fdc9fe5ca75e0d6d49e86388f3821d765171fb8baeccffcea;2018-06-30 00:00:00;2018;6;30;2
0fa8c855900f4b43d4dac9d64a133a0b7380ac6d5bb55727689856f404eaabb8;2018-12-25 00:00:00;2018;12;25;4
965d816e8b80a417be0de179049374d08ad07ca0d54b09d2893f13b2b0c91a5b;2018-12-08 00:00:00;2018;12;8;4
462c49207fc4a1de85169748c1accbc21c088293015c5d3ea2b90d4780903942;2017-05-10 00:00:00;2017;5;10;2
d448333d8a81458d77fec6c63fe9fd2fe4a8cb8086246351ea6ae1065348ee49;2017-01-27 00:00:00;2017;1;27;1
df2882be175ea8a689b4541bf50d40e77af2228f59dc787e8f171209024a723b;2018-04-22 00:00:00;2018;4;22;2
376842c19b8e0097af8980279ee29c71e708d2c035bcca5a976ccc550ff5f6a9;2018-12-26 00:00:00;2018;12;26;4
52a474ff46a7a52b38e5c6a0405624a02e3f6ed999ca7bb8ad8c817676505270;2018-09-29 00:00:00;2018;9;29;3
1ba18997bc1cc48ac995f08b3f2ffbab990a29311c7a5ad2935fe56dbe167132;2019-01-23 00:00:00;2019;1;23;1
612f8706583d75761c77870a24ddb7db0b9ea0b376b7304329b9e7c11915f8bc;2017-11-25 00:00:00;2017;11;25;4
86afaa38dfcd65ae5b307fdfc96a5fb862e8e92bbd667b17d71c70aca14fc627;2018-07-07 00:00:00;2018;7;7;3
021942e6470bf26c7076747a950e2fa8ebbe273567db5468f838cc7b6725a0b9;2018-12-10 00:00:00;2018;12;10;4
190063571c2d7c4462b47b93ef71354129e85a1a0b128cc83a2c894cc78cb3a9;2017-12-20 00:00:00;2017;12;20;4
5b82985cbc8b6e13e9b4c3c143ba22b3a4403efb77a0a1cf571ab902de691779;2017-08-06 00:00:00;2017;8;6;3
8928545da8707041f1496f215f693f097bd84951235531a3ae9e875ff92291cd;2018-03-10 00:00:00;2018;3;10;1
b5cb0a0a8efc67bfd55a61c4eaa7f4b3fc9db2950d037be7a589fc232dd63cd0;2019-02-14 00:00:00;2019;2;14;1
a57292c1e955097df7e1efbf2e00e6e446f0f0ed9da30cd4f113e57df3f196c4;2017-11-02 00:00:00;2017;11;2;4
261c7446bc15df772758c4940baa36f86a79578256443d2f44399ae4d5d13abf;2018-10-10 00:00:00;2018;10;10;4
bc46ab2c517e6c25ce643f81cdce4de649002aae9cca87bed8899d946f4392a8;2018-06-28 00:00:00;2018;6;28;2
17cd3fca22be6613f3c214b63d14b22da2e13a4bf4cdc7fe1033ae6a82bb292a;2018-04-15 00:00:00;2018;4;15;2
63d49dc2bfb601566f42671075e667e16c6377f52ac8de42609519fe2fde1231;2018-02-12 00:00:00;2018;2;12;1
2f037331441c9b420e8266634adbcd45220eb82f93395c34d4648366715b9152;2017-10-05 00:00:00;2017;10;5;4
9123856e85d78520bd2719ec3867e67c31576c8a978c1fefbacbd9a6dbf3b69c;2017-04-30 00:00:00;2017;4;30;2
9a818094e12b8079b7a1f6bcd94bc9dd05f31f864d0a63a8d7115c28ce36562f;2018-04-30 00:00:00;2018;4;30;2
a7df8f6682880caabb92e604bf790380d87d010f1e81b9428ede4de16eb8aab7;2017-06-16 00:00:00;2017;6;16;2
f69926e2ae91c75c7775073f17316f3a14e05c4b49cc1c0ff627aa11a1e20c36;2018-09-08 00:00:00;2018;9;8;3
7378dc10c060556657b09b1cd0d58d4e68f22c8e53888bd26f520e9dd8846173;2017-03-11 00:00:00;2017;3;11;1
893b9b2999f245391f23bf5b8000e5c89602c73e2f6682d41c78b44f45da46a3;2017-08-27 00:00:00;2017;8;27;3
63b788d1be022c47dd842fa838dfc9242652ac589e88f958a94205de49b29cfc;2019-01-14 00:00:00;2019;1;14;1
191483983d87dad967d03dad5b634946263e0e6c369b31bdcf1cabaa2255b510;2019-01-03 00:00:00;2019;1;3;1
399a4bab314e85e75c4a9212ebddbd835465a3123b7b61ce44a0195b39fbc020;2017-06-17 00:00:00;2017;6;17;2
411a30c7893766d314700e018b5ec7be958de0803c2864284f7e5706a83e68b3;2018-03-12 00:00:00;2018;3;12;1
a4635fd62717d586a4fb365a0ecd03defb0e1e30f0350a7ebc21a9d67e567ff9;2018-12-22 00:00:00;2018;12;22;4
faf3d4ce898b01e7fccdcd31ee5a19869cdca43485065ee1914847d11096ade7;2017-03-09 00:00:00;2017;3;9;1
9dbf6af1bfc2021812ff853200a76a37d8d04e303642fd9e51d3de5f75d20177;2017-07-05 00:00:00;2017;7;5;3
52a96861c5bfbce62a022869e7de08d17cee57ecfe69c36dbd5ec70b8ab55eaa;2017-09-08 00:00:00;2017;9;8;3
3f205184cf5394dbc76962a5666f6e128e7d6a214f5956a3b26071a4c9285a54;2017-05-17 00:00:00;2017;5;17;2
2474411e3a35ba1361633f00a89dd76c8b1f6d63b6e68102dfc82e15b766c8b8;2018-04-07 00:00:00;2018;4;7;2
4a8b37e703933b32bca9610bcb3c88603fead2401b4779286426555e10569be4;2018-11-03 00:00:00;2018;11;3;4
8056054ed7fda1fec2cdd6e0b9bcc45eb48fde29ae39edd9defc386f942560d6;2018-12-03 00:00:00;2018;12;3;4
c2464e0028aca048e1ed8a3e6731ef4c5fecba5b8288be4965e6e4e2aeb502b6;2018-07-09 00:00:00;2018;7;9;3
4540aa96422fbdede2630a8ffe8d025847ffe2e7154da33142ae3a532485a8e0;2018-05-02 00:00:00;2018;5;2;2
c75c097f1f564d42bc3c1b67c2c7077ec42c516ecbe5f351f3e852cad0eb7cb8;2017-01-28 00:00:00;2017;1;28;1
7b40ff92477d531822340acf6e8868d5213149950aee1734e394e19b8a996c6c;2017-06-04 00:00:00;2017;6;4;2
e3b19d4bdb766d20f30372384bea61a45a0608133af59aca2b2cc8d00a75d9b4;2018-10-01 00:00:00;2018;10;1;4
7e95ba4e16e3deeacca74846ddf97a73d1f951f67d5fe3ea7d68713aa2d0aa6d;2018-03-07 00:00:00;2018;3;7;1
422d6d682b70db30499d25ab7a5567a03ac15285945b9b6ce4f35ace85fccd36;2017-08-02 00:00:00;2017;8;2;3
f5d78507688e98816e247d0c0b60fd8317e1f336c0f36ef97fb39147b5ee1ba9;2017-09-20 00:00:00;2017;9;20;3
6f383c9d14b5691e868a98d02262bf852ac54c3e907aaad99f71c9202cec1e45;2018-02-05 00:00:00;2018;2;5;1
a66beb1ee0bc5767dda760ba9f995a396f20984a0f0dd3698db576331a1da4aa;2017-06-11 00:00:00;2017;6;11;2
47b2085ee5e215faf595a4919a40ddb068117f226bb918957b6c6fc865af2992;2018-04-18 00:00:00;2018;4;18;2
7392edb2c7750f6c4f2dde76238cb8c4f6236649fd496d4d103b5242d6fb2b1e;2018-03-13 00:00:00;2018;3;13;1
ee9775b291c5cf60a96946d77873de8d04e21a98aac2dc45d6212237f6859bdc;2018-02-04 00:00:00;2018;2;4;1
a1aa00ca16feaa4eed871f1ae19e80f7dc7ea8bee0e7b2af18c9567960c103db;2017-11-12 00:00:00;2017;11;12;4
c3b587676a3e84e7b669bbeed9366b9a6a51c895a45341046ab82beaf8d35785;2018-05-27 00:00:00;2018;5;27;2
2d79483c2e2791f84af7a8c59f6650acb735f9884befafd6c7650854d623506b;2018-07-16 00:00:00;2018;7;16;3
1f8439ab3da4d77346c16db4f2d003000ab15e82be97fd4ae531c99190cb3e10;2018-02-14 00:00:00;2018;2;14;1
cc0186ff901144beee1702d50262400be1e29caf7b19f2d1fd1b5b8b752e094d;2017-10-08 00:00:00;2017;10;8;4
1c96180b2b71bb06180be531f1862778dc942c7c754c15f4fe740bd8c63a562a;2018-04-24 00:00:00;2018;4;24;2
ffb915e907f5cca4e221afdab438e616bffed5990aa9e1172e0fd064eff1b757;2018-08-18 00:00:00;2018;8;18;3
9ef3738aabb87af016b75d20885dc373d630ae1f5a7de9e5ee7e5c2c10b25f62;2018-05-19 00:00:00;2018;5;19;2
7dc175a0b9364295d67c8a837e8158befd51e7225e55d463f2c0e6b8d9873e77;2017-02-03 00:00:00;2017;2;3;1
9acd65aad5fe709bdff732e53c277aa337aa4cc25ac8769a9da71ed9a10d86bd;2017-12-02 00:00:00;2017;12;2;4
dd4f13e2638fa49dd075f60aa35caa207941e7eea34403dc61eee355cbdd2115;2017-09-16 00:00:00;2017;9;16;3
63c43d9fbb673c51a40b2ad8cd7ad1d1848b88db15d296ede0a7e792bc0415a0;2018-02-20 00:00:00;2018;2;20;1
74a62c6c88006b770aa808305141badef883f60a458e6f4cda04af03103aeca0;2018-01-22 00:00:00;2018;1;22;1
d20ef1c8ab477f69308f6bfc56617dfebf1f829a8ef81939b80c5566b502c803;2017-02-11 00:00:00;2017;2;11;1
85ffb6117d30c588a020c1156e1fc84771e8ee44f81a5976cf9f6489f79c4472;2017-07-08 00:00:00;2017;7;8;3
89dfdc2d35d16d2daa7be8b18cd6462c12bd05bbec446a931e13a9eb70f59bd2;2017-08-18 00:00:00;2017;8;18;3
bd5b175e9565a9ad5763bf18fff507fee8c76ba0e8587ad865bf06d0741961dd;2017-12-28 00:00:00;2017;12;28;4
d518a45a2590151d14a27827d6ac5efe271edf1bce0932652fe5dfeecc6f4772;2019-01-27 00:00:00;2019;1;27;1
2aebe0b372658ab141b68780ab18b9d5830ea9cf96ac0d0645a67e402643fa7f;2019-01-15 00:00:00;2019;1;15;1
b0b21e2bc3c166e2a5baa34ae90438dd4065717541066310e54d291d5318c51d;2018-04-08 00:00:00;2018;4;8;2
76083447788b7faf1c7128264d924a6bf04de2eb47a07a2e385b9b5ed8b7272d;2017-01-13 00:00:00;2017;1;13;1
02b35d780d1b473f9e619ab9207fb9da564751a6ce433c5d11689e59e09da022;2017-07-09 00:00:00;2017;7;9;3
c524576457c0e8af6de6e2b30e9e10a108b80d7a802f4b0662ab55230b305cf8;2018-06-07 00:00:00;2018;6;7;2
cc4d9845944dc4668baea10f47c848dfea4f1ed8622589fbea6ca99939010bd8;2019-01-16 00:00:00;2019;1;16;1
1d6ae1aed0c3502936c873d3d24fee0fa6ee8b5e03b53c571aba4c7f1ea83d41;2017-02-23 00:00:00;2017;2;23;1
899bb846f64b96d7b82408b78220fbb476fb46e733a63e07d4fd2c1fd9d51f09;2017-07-06 00:00:00;2017;7;6;3
f9b55d973b1782d16e07bd0c35ddc16fc6fcecd9dfbb8cfe222b41d36cfe0d57;2017-03-04 00:00:00;2017;3;4;1
61fbf1659c6a1bde18f1a2e94a6104bd8ce4f4518af18aa220d2992ea1870348;2017-10-19 00:00:00;2017;10;19;4
4ca83edd25e8b2a8deb8ad2705fd8ad65b075eab2be6d393a62c583ce0670d9e;2018-05-30 00:00:00;2018;5;30;2
ac834e3c5361a4664f999d8afb87c83e5bb6e71fb327fd70392f32282b29303c;2018-05-15 00:00:00;2018;5;15;2
7477f7293e86a28307d162d2d01f992cfb47a27a3700fab94e788765e8890e54;2019-01-01 00:00:00;2019;1;1;1
823800a71509416b947919ebc1d399b14a7d3c2b3d65bf99ce27df0fc850005f;2018-07-10 00:00:00;2018;7;10;3
4eecf52619db695c825a0731d60dff69c9cacff22e07e8ac64c2cf5c7ed73ec2;2017-06-28 00:00:00;2017;6;28;2
b93e78caabb1d2c8c2f21c0f54e7388c613cec291c1584b1daffffb6090df681;2018-08-20 00:00:00;2018;8;20;3
6c4f7babfb02d420af09228fa3cdb054b3462a6d74e399e4ef42e9a06f6590e5;2017-05-07 00:00:00;2017;5;7;2
40e468bab9c05869d7f386e6102be210fa6145072b3c604b08222c3b7aaec4f8;2018-11-06 00:00:00;2018;11;6;4
5f7887416d03212898f8491d46a3592929d538f6eb1d72ccbac661a6d7c9b4eb;2018-02-22 00:00:00;2018;2;22;1
b84cec1ec978614eb4de6a13d4a977d8713187a41c33faa59f1938371a1100eb;2018-05-20 00:00:00;2018;5;20;2
5140366cf1746c33f3f4f76a1dcd145ec4abd7b3c1354f523461595f6ac87351;2018-12-05 00:00:00;2018;12;5;4
95f21557f174bc59bbb5adb92c2aa005f49c5d64e59361f5cd75c8fe60db5df3;2018-07-22 00:00:00;2018;7;22;3
38f7925e5d3e832b8792e95e053a89ff4697091914d62646927d1f6eaed3dc30;2017-11-17 00:00:00;2017;11;17;4
aa870cf677e7bd4263f935e2bff95179812e249e210486a34c7c970ae4e58204;2019-01-06 00:00:00;2019;1;6;1
2baa2dfb58d4b3317990739d65273bed1c6789d50b60c7365c4723994ea07633;2017-05-13 00:00:00;2017;5;13;2
cf2a885d5149c24058cb46c36459ec16bb87e7665a40ecd0a137d24c875fe114;2018-05-01 00:00:00;2018;5;1;2
fdc1c6242d2e5af0d9cd51df22f89e9d225ba4995290f1b692e573ae65e53a6c;2019-01-24 00:00:00;2019;1;24;1
1cb6593d36a176195d885b7549ef39219013b511319c326573fb31dab475bc4b;2019-02-17 00:00:00;2019;2;17;1
3b60eafabf71ae82b861bd365e77e75a35eec5716e3a8c50a00e216224c26f14;2018-01-09 00:00:00;2018;1;9;1
6cb97e9110ab4d7d10124d723d9e97c79905f6af3ddf8a2d481639cbd5ce8bc5;2018-08-29 00:00:00;2018;8;29;3
159f659fe652fad9c5dca76c6770280dd49a61f6f832b5c33119f17b3fbe3d98;2017-11-04 00:00:00;2017;11;4;4
4b9ca7d722ac252f77a215d6190c71c047f3d065f40e594d1dd5295bed299ae2;2018-10-22 00:00:00;2018;10;22;4
f0ffa0037474912226481bd47b6f5fe47b100450a25036d8d977703516631e63;2017-04-07 00:00:00;2017;4;7;2
360cf0a16dbf5c7f9ddc166645e4e432dd772030f79f9656985c24b89b1db7f3;2017-08-26 00:00:00;2017;8;26;3
dbe9b264791c5857f8d0f8072669c63e6e1dbc20053449481954276c2feafd89;2018-11-13 00:00:00;2018;11;13;4
400e966124473ebf14aef71e3902016c234534842bb8200d04703e02ec9cb40a;2018-12-31 00:00:00;2018;12;31;4
0a11d842c7f60cea8a0ee33083b09d37dd65abd084f017f8a324c689dc1eb974;2018-11-04 00:00:00;2018;11;4;4
356b9cf2b62c8795e64121daeffeb2aaf7ed4839bbdfee7d25f8c2959e836219;2017-02-09 00:00:00;2017;2;9;1
d8c5161da89e541d03f1ed898e65749e22412d84b71c21186cdd0e8a4eec1ade;2019-01-10 00:00:00;2019;1;10;1
80bad8da47b2c1a9bd947a3364bb95762762b3f9dd96faddbed9810eae2e8ead;2018-06-26 00:00:00;2018;6;26;2
83b7bf73dc6485bd6ddb3021c285163bdbf5328dd02e92484202ca6c1bf1df6a;2018-12-30 00:00:00;2018;12;30;4
1046ab98d17885422da96c190b15ef45b73cb70924f049764af3d36ddb2de880;2018-02-07 00:00:00;2018;2;7;1
dbfc7607fc199dcfb102c8d6555762b3eb54099480f0fe86ebed2cd22bc926b0;2018-03-06 00:00:00;2018;3;6;1
cf239c2c3d8128c738b0b276bf1c0271a0c9528e84df8b98a2ecef558561fd63;2017-02-02 00:00:00;2017;2;2;1
3676d1f84333d2dd887033c532b51d371ffafd2b72e0881561dbae8801437c4b;2017-06-10 00:00:00;2017;6;10;2
5bf74f8c7b5b696c578c978aa85f2776e40b985905189b035d314d856458cc2c;2017-12-24 00:00:00;2017;12;24;4
ce15dbc872e660835042427681dd4796e0998042e4229af6485a486351051ca7;2018-02-13 00:00:00;2018;2;13;1
9e554c8574f97f4174a43b80ec443b50487f31287d1356fb37adcdd6dc1e58cf;2018-09-19 00:00:00;2018;9;19;3
add81953698206aac49a61b423eca35a927906e4f6704909f08f6404107f2545;2018-05-23 00:00:00;2018;5;23;2
cf0560ff8b98578cd1fc73e6e9a43babc6ea44784aceb838785511d04850149e;2018-10-02 00:00:00;2018;10;2;4
5f0bfeda0435c90334040d5e444c0438717dc066f91c592e1bcb9fee08569c14;2017-09-30 00:00:00;2017;9;30;3
23eb57842bc9aebecc1390be54d5ac93f2762955bf4d66473ad4d8ed3097e048;2019-02-21 00:00:00;2019;2;21;1
afe92952b8a43a009ee2170cf0bf4915a2004900fdf02be1661873397a15a854;2018-04-01 00:00:00;2018;4;1;2
5971b7525267bd3d806ae1befe1d2140a9d9c761bf6e28a2a200485d00a830cf;2018-04-10 00:00:00;2018;4;10;2
45e36c5031dce6542d293eb0c26713fee89b79425b381d764a1e622d5f5b9320;2018-01-31 00:00:00;2018;1;31;1
a06cd46818da5239519cb5387a38234c0bf2d58e3e007f460dbb626b81c8fdae;2018-02-21 00:00:00;2018;2;21;1
76bf5fdfe368a612e122bbd89fefb780c7e1f84391936f43a907a942dc1d88b9;2017-02-01 00:00:00;2017;2;1;1
a6e3d76930fe76adb34502c7f2088f3bcf539886fd4a0896d32e4de85ff3dfbf;2019-01-09 00:00:00;2019;1;9;1
abaa7a46fa5cd446a3747457803992a3c618423c8a8548ebf7843e2400a409d1;2017-03-26 00:00:00;2017;3;26;1
4bf67298e5667df18ffb2d8e94062fb85fef7053e2748b876ab16dcd7e448ac3;2018-02-25 00:00:00;2018;2;25;1
8d392fc98a63dec649fda3b54fa4141748ec52237b97bfd252f309edc899469c;2017-03-17 00:00:00;2017;3;17;1
