DW_TEMPO;invoice_date;Ano;Mes;Dia;Trimestre
1d8b0930050f4698e231b25c58c391b38c589cee33e8f46b4ceffe61653d494e;2017-05-26 00:00:00;2017;5;26;2
755916d002654c111400e6db67ffb503a5a93b4400fe867e6563a2001a688d7a;2018-01-08 00:00:00;2018;1;8;1
73408f93a1a28f117b40e6fb92479108630d835fca1aae67af6975e53e125e83;2018-12-18 00:00:00;2018;12;18;4
ed6d6e5313494cb337f4fb2524e726dc9b1715059d2053b5b9dbf054f38e120e;2018-04-11 00:00:00;2018;4;11;2
58ec6a175a70a130920ad6beafcb890475f0ee29668ecdd76a847ec231b1659f;2017-09-06 00:00:00;2017;9;6;3
03f96375e219dbd3958351d4e8127ae0d1c2a9174b446298a25f44e7f8dbc7a2;2017-10-26 00:00:00;2017;10;26;4
bb9bff0901d6264573ec25d15e439c1b94531f1c4069ac4c091ebe00cefd64e6;2018-09-30 00:00:00;2018;9;30;3
1b4dfdd54ca9fe48f3a7135e6e833c0f7c9a78ed33062a144a05460542979a1a;2017-03-29 00:00:00;2017;3;29;1
fee6f376eb682b42d17906e4ce68037d98315cd8a36689771705c973d44b203c;2018-07-21 00:00:00;2018;7;21;3
e0ed404b4a6ce994bc7b66cec20df72f7a81fbf6bdd25ae7818999fe404f6123;2018-06-17 00:00:00;2018;6;17;2
d41a4f869cf1845298d68c8bd58dfcfccd318a2edf73dd3e0bd57cc16d73db4a;2018-10-09 00:00:00;2018;10;9;4
ae1cbf33db328cee54db062f77b48b63fbc45cf693e4dad843590e1140f33b5f;2017-04-19 00:00:00;2017;4;19;2
7e30411c1c062d305982e582cade53bfb54c81b5a6b7d47d786b19c9bee3992f;2018-11-12 00:00:00;2018;11;12;4
fc8711f214446a26e16fbe449ba60dbdb6a76f588c5017b52dd6687e930f17c3;2017-03-02 00:00:00;2017;3;2;1
f0787b0d73bcef19b4b92714cce7f69d89fd001dac8c5990480f0732c015a9cd;2017-06-22 00:00:00;2017;6;22;2
8d88dfce0a9a3cd76426375509e98bced93411f5cf165d2dd006c04f9602e099;2018-01-02 00:00:00;2018;1;2;1
68d45807bfba66bd2b0a3bf3ac1469604a00e3c8ac8ca5b8f62ba9ae069664b1;2017-07-21 00:00:00;2017;7;21;3
3d735b21dd2483e78e5069eb3d686b76943b916e500b85a0c1e0753514fb4dc9;2017-09-27 00:00:00;2017;9;27;3
060e98abc10fa2ab3d485d6775058990d1328120bd61161a2b436a66fe84d9b5;2018-09-03 00:00:00;2018;9;3;3
b3a79014a7a82b06700b06c112db4b2eccc07edd1eee04aa406fd32613975b09;2018-05-14 00:00:00;2018;5;14;2
29a616c99ad75e248b9efaa9ea6a700e5c8b3b91a9d65c87cf314144ee516a3b;2018-09-10 00:00:00;2018;9;10;3
0ee383cfaa7477b8bdf852c8060cb32d6a1e7ae9199b6d1f5c3ce1275576d6d8;2017-11-03 00:00:00;2017;11;3;4
43a9b5294e5d3ea54a6e6bc3f00f908c388a638e4ab865f155145740b4d43768;2018-04-14 00:00:00;2018;4;14;2
48ccbd25bdfb98542cdb294ad7b2b971442298ffd4fc0435d3df4f4a6b1c1878;2017-07-22 00:00:00;2017;7;22;3
115ec27c25835791e8328511217e6b010eab9dee5d275db8c8cdc2aaa5b1e047;2018-05-21 00:00:00;2018;5;21;2
646a222b4ca78cd2269ddc5a8c346056c0e8e94141a1a563844d6444db910612;2018-08-15 00:00:00;2018;8;15;3
9b99e5a52296a190b1efed1f10ee3ed366499dcde2ce04199db772ea9294f7c0;2018-07-28 00:00:00;2018;7;28;3
aa4aa515178c60b133330b370c24750ad09babdb523dd3c595f3dfa9522c39af;2017-04-06 00:00:00;2017;4;6;2
931ba47f2071248f6c55223dcb069ed95e79abd6be66b0b133e9401aad90d2e6;2018-01-11 00:00:00;2018;1;11;1
833fd33a97140c439a131ba5ae6d3cb722bd1a82b1b83a19a4bcce44e2ba6ca4;2017-11-08 00:00:00;2017;11;8;4
9d7d8602b523940831b0c20a13db0d159623437d553da4ead2926bcd1f4e8d1f;2017-08-09 00:00:00;2017;8;9;3
a0fa25e62bb92a02bdef338501c02e8b7050e05178f87defa33398d86d78db2f;2018-10-17 00:00:00;2018;10;17;4
8ea9383ae551dbb2a073711031550eb3140cd035ba45e215d312c1db709be634;2017-03-12 00:00:00;2017;3;12;1
87b9c61f6e91ca662a719d7b2959e9b72982ba75dbe915fe7d99e52d8c251449;2017-11-15 00:00:00;2017;11;15;4
74a413336163050946b7fc0037e0207f735ebdab85ed6d918c37eb9be18ace74;2017-12-01 00:00:00;2017;12;1;4
cabd35792f0b069a0861ba397b5232cf4c00a646facb6440de71ddc68d5f2f9c;2018-07-30 00:00:00;2018;7;30;3
abeb4c7c86cc4f693702aa7d2ba448358a6de47b81384b738b7a5fa0a6d9a8ac;2018-06-16 00:00:00;2018;6;16;2
deac28a43657ee03db25bb5af0e636d7fd117196ae7628ad94d4e5f7c26e4f0e;2017-07-28 00:00:00;2017;7;28;3
b8ae63a73205bbf84061f75e19b3c02349798a9dd667795a2d38beef25801bde;2019-02-04 00:00:00;2019;2;4;1
af0536c3ed7544d11cd45a058ccb0f9c696892e1fc560013768dfbeb565ca553;2018-04-21 00:00:00;2018;4;21;2
6bc080f25dc54824a9b7dc4b1ab92e784a258fd9e7046b7a9192aaaadc23a4f6;2018-03-18 00:00:00;2018;3;18;1
4add96a0fb6043ebca408fc528db1f2f7fc72f589249791656c6ea7ed9102d2c;2017-05-21 00:00:00;2017;5;21;2
117e196ff440e849e636bf0c1c3773cd7dead3865a405de28321bec3ebdfaaf4;2019-01-20 00:00:00;2019;1;20;1
0147e33392da502745679a144170586f739517e0bcf0e24140c302063fb65cca;2017-05-24 00:00:00;2017;5;24;2
e96d17136b003badfe0ca99d26be515f00327460c71fc6d1135578ab8cde35ba;2017-09-10 00:00:00;2017;9;10;3
a2713355866462ac62c4b64966541b0937ddd7acc64ec20d03eac91ab5a975f0;2019-02-12 00:00:00;2019;2;12;1
f67cf5868a4718ba44e2ffcd440df2025c4a0f5bab506d30be5641ce9e49c523;2017-03-31 00:00:00;2017;3;31;1
106754e5948bc4dc24d45258a12c99d6b21e0486a157c89f21ef2885454e388b;2019-01-08 00:00:00;2019;1;8;1
8297db585390c6833ac94eaa3a112a78a223a85f0161b34db2cc9faaa3f7f8cd;2018-05-12 00:00:00;2018;5;12;2
a715cefb48cea27bc6c794c26170cdeaabe284183743877332fc8156727359e4;2018-01-25 00:00:00;2018;1;25;1
381eb8adf41644e469c652ed047799d3f6e04561c2aacf5144daf2f302d0fb93;2018-03-24 00:00:00;2018;3;24;1
65b8f54eec51a01c8787b47148b7684034c1a17709f239cde2d4f3626e099357;2017-04-26 00:00:00;2017;4;26;2
f90f1e5e8d71054f2923a8ae50a7394e439a013319ad188ad8261e145726bf0b;2017-05-27 00:00:00;2017;5;27;2
c32c79edd7a6880531910fbb2d9b97fe16bc467a242bf377a6540fdfeee4c4bf;2018-12-09 00:00:00;2018;12;9;4
8d2b92242abc3aeccb637efa62262a30a3d922b0568dcf65425d0296b0dc2206;2019-03-13 00:00:00;2019;3;13;1
bb4b4dfb65472864fa10a13666a2cb86d8f5bd412370697a206c645b88b426c7;2017-09-09 00:00:00;2017;9;9;3
49b67ca6955f47cb8f0432458b8947a98bc44268981aff9c2bb7377598a6d86c;2018-03-17 00:00:00;2018;3;17;1
b5c130d75401405c22eb0aa11beef593a85a6fd40b500e548f0ef6b22543db49;2019-03-19 00:00:00;2019;3;19;1
259689f959f5a2811d1ceffebd26eeab64fd4b6586b94132d85a2ce12d629f5d;2017-06-24 00:00:00;2017;6;24;2
e9488c910e947b6a980fefd26b263f660e596edc20def4230d97f292bb332a0e;2017-10-13 00:00:00;2017;10;13;4
6c9ddd2f6b65c0d6150b2f1ce40ffc214d743b517a4528cad0c1a19cb45eabe0;2018-11-26 00:00:00;2018;11;26;4
84be870146665b869b0d769942f579643b7b57e00f495ba47e02e2633b191b31;2017-05-05 00:00:00;2017;5;5;2
602b012e588ffaa652795762616e452165432e4cb4b0c9a649f5cab11b72146d;2017-08-10 00:00:00;2017;8;10;3
7d44fbea89c4a056f9bc7ace607004024333f5ffac9142b675a9c8c58696d742;2018-07-25 00:00:00;2018;7;25;3
7977f56c7bfd7892a5a7863055da56b4e94a69e9caaac3ce5d85558c49af6a30;2018-10-14 00:00:00;2018;10;14;4
54384f957ab0d9cd6b1ed7c792da3017e0a156b9076e27ac95677588708075f9;2017-06-02 00:00:00;2017;6;2;2
4df05598a22d7d62594fd731a5b90581414ed99795c1314d0c14c265cc3663bc;2017-06-14 00:00:00;2017;6;14;2
8c6f025365547127c1ba3535f4ff9ac4b56c437705af6a3d9abffa5802cadc38;2017-10-22 00:00:00;2017;10;22;4
e610297983e2bb6acae6f4ad1939c10bc18b0ae4fe305c257892e723c47b57ea;2019-01-30 00:00:00;2019;1;30;1
cb5332bf24b6f73ff711e8cb9dc94416057fb13e001bd04d69dffb7d11dee129;2018-04-17 00:00:00;2018;4;17;2
5e28a2100f52bb307cea7858c144c1949cf186542bcc9db58445c03ece53d2af;2018-12-16 00:00:00;2018;12;16;4
1edc014046b1cdb812dfd7cf19e65921a57ff6e0b027d658497dd01bc95ab3ea;2017-12-27 00:00:00;2017;12;27;4
e5781fac6b1115105ec2589f1b013c372fe4fef86d57e1f5a9195e4c1d5a538a;2018-09-26 00:00:00;2018;9;26;3
64181633cb7bdf22795248696e7b2105530e06c38876a78098f05b5c9a6fea79;2017-10-01 00:00:00;2017;10;1;4
d71cf9c8ca95907aa980ebf1328c723dcfd6461ad3dbff63e6d95b8652811c93;2018-12-12 00:00:00;2018;12;12;4
c75dfc65e53d52add2f18e80590bcd0a2df18d56ac2fe234056d04d60e6ae82f;2018-11-21 00:00:00;2018;11;21;4
6b1da85d0c32f097d19d6423a58723590c27c459a1a0ab1b8e965ad2d5c60917;2018-02-26 00:00:00;2018;2;26;1
61cf02d740a76a520f3ec3e80fff979087aa9e199bc34f7667621f216b991223;2018-08-06 00:00:00;2018;8;6;3
1a4e2066d8458803d2322ff3c1447d6d1115a71c4baa305dae8841721f653ce1;2019-02-18 00:00:00;2019;2;18;1
ad91d4cfc0053852597a82dec7050ed6c03c451640304797bedd3de08e281995;2017-08-13 00:00:00;2017;8;13;3
424eccf397db523673b2577f35d32a00f4e057f2e3126ec4efe8083107690bac;2017-07-23 00:00:00;2017;7;23;3
6b58106cd87cb7ce4c98b94cc3115863bce11faacc4f5f3969f50c068965be01;2017-12-15 00:00:00;2017;12;15;4
646ca3262005651cebc251267a40093998a2c61cda40cbd965a3de3ae1f2abf6;2018-10-30 00:00:00;2018;10;30;4
d054a550f4852360b9c6018476a70a6825be548f5cbb180b55e9916773c875d3;2018-01-05 00:00:00;2018;1;5;1
9b703186ed8f7b185ba493590710c2b34f12aa4ba9081e507d5f6659871bb337;2019-01-28 00:00:00;2019;1;28;1
5f83518b1be67c6e83c12d312725a8efb9f0ea941f68d2d8177787561caf616b;2017-10-15 00:00:00;2017;10;15;4
495838e39a26bcd548edac96f6588354dc7631d166b98e04f8e410c3c500cd12;2017-10-25 00:00:00;2017;10;25;4
e0dd221f784287eb8d3f8d9f33d149f11b64091c08c108e5a9ddc0b24d459f2a;2019-03-20 00:00:00;2019;3;20;1
d4260b3432b99fba5517b85bf2beedc1033a1826627f7184106c90aa055089c8;2018-09-11 00:00:00;2018;9;11;3
d079d3daacbd7336372c629e959a60b1dc583117961c4b2343dd785d577b8559;2018-01-06 00:00:00;2018;1;6;1
bf21fb2e1bdb84d09703c4a3a9c149b6252278201b68472303dcc81fe462788a;2017-02-17 00:00:00;2017;2;17;1
da2cf5e7563eef107ba4514dc9c491a19736049c9225b54161a22c267cfeb8cd;2018-07-08 00:00:00;2018;7;8;3
cfcef36ef5499c700b14cbfdff2df9790cf2a54c187278cc721801d728615821;2018-07-23 00:00:00;2018;7;23;3
d7afddda9128ad1476cf4f0a255267d03fad7d227b26c504238dee62eceb91c8;2018-05-07 00:00:00;2018;5;7;2
e3bab5246b1d58507c5765feabdc9a5db0ac5a8b2cc142d9158269fd3e59c9fa;2018-11-25 00:00:00;2018;11;25;4
ea580b8eb1f998fe2fc55579d5b38593dcb626ecf9ff6ec2e88e00ef86710f65;2019-02-27 00:00:00;2019;2;27;1
9ce28e013d01408239b245ad3936fc15d5dbfe63361235d694746b7bf10cf22a;2018-11-10 00:00:00;2018;11;10;4
21f338b385cb6571c3041fa3ecbdc9cfb18ca39aab00acdc7a66d746521165ae;2017-05-19 00:00:00;2017;5;19;2
b9c8811b3f9f94106cfa3bf78408584077066d674eb0d233e179cffd3acbdfc7;2017-10-28 00:00:00;2017;10;28;4
a9be8a0077c57a0174ec57443931d060a599b8c4ba22026afb8311f33320eaac;2017-05-18 00:00:00;2017;5;18;2
f02ee414e990e20d10b3dc949599591a933bc1fceaf6529762e5efc33e54d7d2;2018-08-04 00:00:00;2018;8;4;3
4237651f4f2f572c70a8254a3eb57a712eb86d84eefa67fbd5bf3f97f12bc129;2018-12-24 00:00:00;2018;12;24;4
dde9cc3cd8819841727c445a0eb1a539cc4161422d344b5b64b9ebad5f61d48a;2018-03-21 00:00:00;2018;3;21;1
024c7a87b52337366ea496ff09bf619a475be247a82c0439ca3664bf8007a0c1;2018-12-04 00:00:00;2018;12;4;4
f87a667f775711bed8a21ed295daa269399689017509d60c3921da311dcf8432;2017-01-18 00:00:00;2017;1;18;1
7f98372d60a8af9e8e931c2917e9120a120dd00c7ed10df31e480bf8d761bcc0;2017-04-14 00:00:00;2017;4;14;2
5579944266709d1179e1dbfcc2d93c59e08a403144ef724e1321bf88ffab7033;2019-02-26 00:00:00;2019;2;26;1
6d865018cab6466425cd2cae47cd94eb335bbdbaf349bc38546b40a04ba08887;2018-08-28 00:00:00;2018;8;28;3
5dd18d75f9a7a8856602a0dab58497159b2ab1d338ec231fcdf33ab7e6c61dbc;2018-10-15 00:00:00;2018;10;15;4
d38a0fd47b0c0f3044bfa808441f91af9d997db9c4a9f3b06d3563d9097e2b73;2018-10-16 00:00:00;2018;10;16;4
5e5a78328713bf073ce1204a4e10781bc931badde5e0903f4070edd020574986;2017-06-03 00:00:00;2017;6;3;2
9c51122b51e8bff5291225554fed385c0e4f70e0569b59895f4e81ecb37da83a;2017-11-19 00:00:00;2017;11;19;4
0a935f8894e8b5ef77bd2c93ad5b511e245cb6aa2f54daadab8c3567f7067663;2017-12-16 00:00:00;2017;12;16;4
9eaaee1c57f12421a7144870028d3e2cf1584e63d2030d4d875c309233c2c205;2018-12-19 00:00:00;2018;12;19;4
52c903828d9256fff8b98a676a6592c6a77bb54d640b61e6d8e53dfd9c2c0470;2017-11-24 00:00:00;2017;11;24;4
5c3fba3ffe3f8d15a670b06e9aca2fa947a052b6aae3b6d3e79b6fe2219ffaa5;2019-03-21 00:00:00;2019;3;21;1
5fb3e90a593f49e98c7304e04b1ea05009fe2f5aea9671a9666bbc9cabc4b6dd;2018-01-03 00:00:00;2018;1;3;1
274c364f2c3b80117e70866581b23d4106ae4eb8d1c2e035880e89a4b66782dc;2017-06-09 00:00:00;2017;6;9;2
a01bfaff06c2033b50fa4f3fbb0638f33233fb688b62ee1c77ffe5117482ea4b;2017-09-15 00:00:00;2017;9;15;3
25f3a34a657840dffb79f5ba26712a211bec410189d2ae5a21b40fc6a465cb19;2019-03-05 00:00:00;2019;3;5;1
3aa6f3314177290d24458de787525e11d855c055dbd3e9f2d16fd47e9ef2b80b;2017-03-10 00:00:00;2017;3;10;1
86d8f0594d0a6978c5f6a3d6918f57952b47541bd95488d9ab245af2bbedc9e6;2017-08-03 00:00:00;2017;8;3;3
4470b85baa27c718554e06d00e13be0ec777f06660b6f4d0ade28ebb4f650223;2018-10-31 00:00:00;2018;10;31;4
8d5b423ef2229e6f66454218bf0d6a8ce5b92a2d4aa8b78ed669f2d15e8dfa55;2018-05-13 00:00:00;2018;5;13;2
bb32be6a597b55825edb2471c2d3eece991edac21f8ef0caf2320de7e21cc770;2017-12-07 00:00:00;2017;12;7;4
7bc6fd459820181ff3f55d233d23f1db1902c7d01e016324cebf07877fc9750c;2019-02-10 00:00:00;2019;2;10;1
989967f7e23db98278ae653b734be664a7f10f99be8c2feae9413fd39c775583;2018-03-04 00:00:00;2018;3;4;1
3fc0535b9aaa9fa993cb774786b3a07ad4a1211bf37c03248da705e026c20118;2017-04-13 00:00:00;2017;4;13;2
50f3756ab7419ccb7aeb46425652a945ff151ff91d9907c5edb783376a172b4f;2017-04-23 00:00:00;2017;4;23;2
00bd6a9b153233196c48538b44acf1a6a0080abd55ad77775fadd2e7e54c460c;2017-12-23 00:00:00;2017;12;23;4
6ba6ad2fb347e864c09fae4d01c925f94e98142491690d4a10a0225ffc4a5e94;2019-03-06 00:00:00;2019;3;6;1
2304d7e15e5a639561b9dfb91fb40b2edfca918f2f4c5fc85bb3559ef5ee9b08;2018-06-21 00:00:00;2018;6;21;2
da0f86c0d74d3a544213bae1d155cb7877a2c604ba696e1168db97b74dc5aa2c;2018-01-10 00:00:00;2018;1;10;1
0bc74239fc442027be52ab6a07046dc40d02f0f3123137e764cb6b3a8685536c;2019-02-05 00:00:00;2019;2;5;1
db26fbc7ff5662de445113cb3ea2cdc7e2a42adda9731861ae020b222fb2e693;2018-08-11 00:00:00;2018;8;11;3
d0122a27d027b34ea427238ffc3e2558b078170a8dce3094b49f4988789b872d;2018-10-21 00:00:00;2018;10;21;4
59561ae2835a61ed93352fa0ed512dff71806b8af0adecac6231e8adf6554546;2017-12-03 00:00:00;2017;12;3;4
54101dab862fd344a8e211a5aa7ef9ec4f21fbf00d9ec2b6585a77928053f006;2017-05-11 00:00:00;2017;5;11;2
eaa1f526127ca63ac00ee51fe543a70796813797adbdc18ec0191de3dc5077d1;2017-11-26 00:00:00;2017;11;26;4
7d0ff64bbfefbdb77cc77bf7a8177dd478dba16b1757f1f87be7a2c6f3825ab9;2018-01-14 00:00:00;2018;1;14;1
be1dee1ff10e9428fc5741036fc6db6211399da4b6028dc2f119eca2c6d7670e;2018-10-24 00:00:00;2018;10;24;4
a7b8bd766c8346fcbca1402349570c91c109ca2928b96e8087bdac7ab9e4d95b;2019-01-13 00:00:00;2019;1;13;1
9f9d5cca990cbce0c32e8618a6dfce8aae77974d210a1cc50b0d2a29857de0e8;2017-11-16 00:00:00;2017;11;16;4
4a499abb47f6488724975a4242d139b5ad6f8de8ee79fab880c20bc7f032ef36;2017-11-23 00:00:00;2017;11;23;4
83fa385aba5a5eb002ebf930f4268d9c9d92415a730d2f80d02a3b6881493c36;2018-08-19 00:00:00;2018;8;19;3
5929b58289ba879e09c1f3f17ee5658c765d60aad682d41543d2dca44725249a;2018-09-02 00:00:00;2018;9;2;3
280b0cc009c1a47d1cacdee096cc29db8d2fe651a7bf45ed377cac2dedde8b45;2017-04-27 00:00:00;2017;4;27;2
c0195477e7a4285deed56ce0cacd23c94e134a5ecaef407134fb3b4fa1db9363;2017-09-03 00:00:00;2017;9;3;3
61cb285f40466ef67ae7c64aa02a2cbeabb9c2b4940ef6a9c2514253b18b4321;2019-03-07 00:00:00;2019;3;7;1
3ed34b63539dfe64f7dac0ff67988cdffbd570b5c6dff0a181d52971ad8b1a80;2018-01-04 00:00:00;2018;1;4;1
d937c68405abbb5751e26c97ec2f4c22eb509745f3b36e05ff36f688c16c1988;2019-03-10 00:00:00;2019;3;10;1
632b1ba421e07fd3e6be133206e4100e58363739e7adcde2032d25ed33754898;2018-11-17 00:00:00;2018;11;17;4
3e0b70205249910ef2adaf7fb2fed43dd79bbeacda2c616ea315535307f46080;2017-01-21 00:00:00;2017;1;21;1
bccbd18fcdc6cb7273b4d155150281c13e4c36c056519e97d9d857d2e256fc7d;2018-01-18 00:00:00;2018;1;18;1
cd802fcc64a5f3ee4d2df835ae0aade320aa87a6dd9e4f2b4e198a0614a33c6e;2018-07-18 00:00:00;2018;7;18;3
9690fa5d3f6400be4e6ae639b21973830c97ec3e98a3df375a9eb8e8cd0786e8;2018-06-25 00:00:00;2018;6;25;2
57698a9df9d410e591cba60c690a53e420a9b1a609dab99128e38f3416db24d1;2017-03-05 00:00:00;2017;3;5;1
df8eb6a584e8ca6e0b98896a3bbfc63d0b06bbff521dab955d1e0f957aa6bc60;2019-01-22 00:00:00;2019;1;22;1
65797fa8244321efc38a5d679a21bee29c7d31f5a8d64a92751b4c459afaebcd;2018-05-16 00:00:00;2018;5;16;2
827fde1957696ba7f2a0aa9ccfacdaf264bef0565626120e88e1fc0edf3d3be4;2017-12-09 00:00:00;2017;12;9;4
e3eb482da45560c659d68b736a40af07f2bc77abc711722bb1435dfa653d5058;2018-10-08 00:00:00;2018;10;8;4
dd8b67686e25ff925ad5172f14e98beb89c242190c2299842c1b99b69f21488e;2017-01-25 00:00:00;2017;1;25;1
5e6c9565f462273bd4aa532960c0528e2b87e84c6dec46617d451f9f202bb788;2017-05-14 00:00:00;2017;5;14;2
d6056dec67393b3e0b97f8b4aa30b2fcf1758dad2f7c951bdf045e7b6aedd11a;2017-05-20 00:00:00;2017;5;20;2
7b3f1806ac1f7fd40e71a4b3aba803f22bcf5915287a39242b62033cf06fbf4b;2018-07-31 00:00:00;2018;7;31;3
6a3ab71d6d4b394ab05850fba9ddc67bb4f0a8b4e2b1d79d66e8977a519486d8;2019-01-21 00:00:00;2019;1;21;1
37b42284f036f73220fc03d18244c0c9b4e50e86e37b8b41a3e56604afc84e32;2018-02-01 00:00:00;2018;2;1;1
d6a401951c1fa1e515b6040a97da51c922afb58cf9d3352903a367eb00d567d5;2017-06-01 00:00:00;2017;6;1;2
d3b6306dcf2f9c579c2119d78b4db82c9f5ea34812e48782d4ef5774346175f3;2017-05-25 00:00:00;2017;5;25;2
dfc810c9a4dfb1123ea2e4690352ae3b1a817b3bd0c71449366def26c9fac03e;2018-03-27 00:00:00;2018;3;27;1
7f9f3122da4db6d1858f1e0d3690f7b6fc1d52f4f3118515ea036d8ec88f4b92;2019-02-11 00:00:00;2019;2;11;1
707dc8556cb5a4e6f9e870cfad01608eaa10c97b8b8593fa174b2d086f956cef;2018-07-17 00:00:00;2018;7;17;3
cc261472fe62cf134a94fdc5ad2020c54ff9888454375196c32bde7a5c5a7788;2018-03-20 00:00:00;2018;3;20;1
350296b6e443a8d4214a50b5352f61177b32e8088f13c6fb7e0459f23dd84e91;2017-04-28 00:00:00;2017;4;28;2
c19b8efe4215b0c638fbccfefb14b0b0b0f0343d2cfd421fdb24b9842775c4d0;2017-11-18 00:00:00;2017;11;18;4
185ae26c5d8c5554b1e5d3dc47e89c0e265ca5c9398c2e221833868f5f8af98e;2018-07-01 00:00:00;2018;7;1;3
d3c59a21f94abbbb0eaa3eab68bda24444951383e787121c7c69e4dada1e4c88;2017-03-16 00:00:00;2017;3;16;1
d5c0af41ba83ae910c122ce9f92607d41a6acb2ed31c678ae8290769ed9fa5e3;2017-09-07 00:00:00;2017;9;7;3
04c783e636e54e28bd8ab2585ef6f0b3d1f1882c5b5cefc013906f0d4718c4b2;2017-11-22 00:00:00;2017;11;22;4
12b17cac01369034bd3017a1ab6525857a7213d523df78e1e2d0be41b005a181;2018-12-02 00:00:00;2018;12;2;4
cd7a793c1d6941ca117285edc0d2880b753fbc54dff0c3f336e5d9d444e6a63e;2017-09-02 00:00:00;2017;9;2;3
509982083299a20125a578718b111b456c4ac0c1b543350057783d3e84f1afd3;2018-04-25 00:00:00;2018;4;25;2
5089c96e78b9dba24361835623ab6283c09ac60b2ae3d36ca2f5ed121966c98f;2018-08-07 00:00:00;2018;8;7;3
0ef17794fc0bb5f5b230a9e286db78d599a8fa3fd15aa848eda5d0d0aac2bfb6;2017-03-19 00:00:00;2017;3;19;1
47158784bac2628997c2ef0343ca0259d769319e76e2e4c7745dd2baeecf331e;2017-03-24 00:00:00;2017;3;24;1
37f1b081c4616f322f89eecec2a7542a7e1768a8011421a2958342c6f5a6c07d;2017-08-24 00:00:00;2017;8;24;3
4d092604ec8c961be39b5174fef7c13c0b989b3136a47877278408234bd784ff;2017-11-29 00:00:00;2017;11;29;4
